ID	Phylogeny	Species
HE582770	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Angiococcus	Archangium disciforme
HE582771	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Angiococcus	Archangium disciforme
HE589844	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HE589845	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
HE604043	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HE604053	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HE604062	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
HE648208	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured Geobacter sp.
HE654001	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium immunogenum
HE663396	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
HE803946	Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma	uncultured delta proteobacterium
HE804299	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804305	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804308	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804328	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804365	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804377	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804412	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804437	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804476	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804509	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HE804523	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HE804531	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geotalea	uncultured bacterium
HE804550	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured	uncultured bacterium
HE804557	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804590	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804600	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
HE804601	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE804610	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HE818687	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured bacterium
HE974799	Bacteria;Chloroflexi;Ktedonobacteria;C0119;;	uncultured bacterium
HE985131	Bacteria;Chloroflexi;TK10;;;	uncultured bacterium
HF546397	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	Oxobacter pfennigii
HF546398	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	Oxobacter pfennigii
HF546400	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	Oxobacter pfennigii
HF569044	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	Geobacter sp. DSM 9736
HF913739	Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;;uncultured	uncultured bacterium
HF913741	Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;;uncultured	uncultured bacterium
HF913745	Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;;uncultured	uncultured bacterium
HG005283	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	Geobacter sp. Cd1
HG529118	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HG530135	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani 12124569
HG530135	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani 12124569
HG530135	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani 12124569
HG530135	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani 12124569
HG917471	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	uncultured bacterium
HG934342	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix	uncultured Leucothrix sp.
HH793515	Bacteria;Firmicutes;Clostridia;Clostridiales;;uncultured	unidentified
HK693446	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium	unidentified
HM004608	Bacteria;Firmicutes;Clostridia;Clostridiales;Caloramatoraceae;Caloramator	Caldanaerobacter sp. TC18
HM007563	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium	Atopobium vaginae DSM 15829
HM057618	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured	uncultured bacterium
HM057631	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured actinobacterium
HM057716	Bacteria;SAR324 clade(Marine group B);;;;	uncultured delta proteobacterium
HM061701	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41	uncultured Acidobacteria bacterium
HM066220	Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;;uncultured	uncultured bacterium
HM066225	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
HM066482	Bacteria;Chloroflexi;SHA-26;;;	uncultured bacterium
HM069109	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM112983	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured actinobacterium
HM117907	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eimeriorina;Goussia	Coccidia sp. Lutjanus/HAW36/TMW-2003
HM128125	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix	uncultured bacterium
HM128452	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna	uncultured bacterium
HM128588	Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade	uncultured bacterium
HM128623	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Rhodoluna	uncultured bacterium
HM128704	Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;;	uncultured bacterium
HM128898	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured bacterium
HM129127	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna	uncultured bacterium
HM129302	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna	uncultured bacterium
HM129393	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna	uncultured bacterium
HM129595	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured bacterium
HM129771	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured bacterium
HM129956	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna	uncultured bacterium
HM130042	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured bacterium
HM131957	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 14	uncultured soil bacterium
HM134870	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Plesiocystis	uncultured Myxococcales bacterium
HM141827	Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas	uncultured bacterium
HM141835	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HM141838	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
HM141851	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
HM141856	Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas	uncultured bacterium
HM141857	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HM141871	Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas	uncultured bacterium
HM141903	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
HM141905	Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas	uncultured bacterium
HM186000	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
HM186019	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
HM186158	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;	uncultured bacterium
HM186820	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
HM187057	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM187129	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM187140	Bacteria;Myxococcota;bacteriap25;;;	uncultured bacterium
HM241097	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Stigmatella	uncultured delta proteobacterium
HM243803	Bacteria;Myxococcota;bacteriap25;;;	uncultured bacterium
HM243804	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	uncultured bacterium
HM243815	Bacteria;Chloroflexi;Dehalococcoidia;MSBL5;;	uncultured bacterium
HM243828	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HM243927	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
HM243928	Bacteria;Nitrospinota;P9X2b3D02;;;	uncultured bacterium
HM262404	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured bacterium
HM263390	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured bacterium
HM269142	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured bacterium
HM269468	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured bacterium
HM269963	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM270092	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
HM270122	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HM274367	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM275551	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum	uncultured bacterium
HM275877	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	uncultured bacterium
HM277933	Bacteria;Chloroflexi;Ktedonobacteria;C0119;;	uncultured bacterium
HM278651	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM296645	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;uncultured	uncultured bacterium
HM304978	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	uncultured bacterium
HM306201	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus	uncultured bacterium
HM308000	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM308273	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured bacterium
HM313737	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	uncultured bacterium
HM318308	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
HM318949	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM319538	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured bacterium
HM329802	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HM438023	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured delta proteobacterium
HM438054	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured Myxococcales bacterium
HM438285	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	uncultured Nannocystaceae bacterium
HM444945	Bacteria;Chloroflexi;Ktedonobacteria;C0119;;	uncultured bacterium
HM445322	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM445553	Bacteria;Myxococcota;bacteriap25;;;	uncultured bacterium
HM447722	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured delta proteobacterium
HM447787	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured	uncultured Myxococcales bacterium
HM459718	Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;	uncultured bacterium
HM481337	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
HM481368	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
HM538193	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma marginale
HM538194	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria buffeli
HM538196	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria buffeli
HM538208	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria buffeli
HM557612	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM557618	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM557639	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM557640	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM557650	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM557658	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM557665	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM557668	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM557674	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM557682	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;uncultured	uncultured bacterium
HM584314	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Trichlorobacter	uncultured bacterium
HM584330	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Trichlorobacter	uncultured bacterium
HM591449	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured	uncultured bacterium
HM593011	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Angomonas	Angomonas deanei
HM593015	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Angomonas	Angomonas ambiguus
HM598191	Bacteria;Myxococcota;Polyangia;VHS-B3-70;;	uncultured bacterium
HM598240	Bacteria;NB1-j;;;;	uncultured bacterium
HM640423	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella	Ochrobactrum pseudogrignonense
HM745416	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	uncultured bacterium
HM748811	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
HM769727	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Enhygromyxa	Enhygromyxa salina
HM769728	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Enhygromyxa	Enhygromyxa salina
HM798682	Bacteria;Proteobacteria;Alphaproteobacteria;AT-s3-44;;	uncultured Rhodospirillales bacterium
HM798814	Bacteria;SAR324 clade(Marine group B);;;;	uncultured SAR324 cluster bacterium
HM798884	Bacteria;SAR324 clade(Marine group B);;;;	uncultured SAR324 cluster bacterium
HM799123	Bacteria;SAR324 clade(Marine group B);;;;	uncultured SAR324 cluster bacterium
HM856383	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Acidimicrobiales bacterium
HM856401	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Acidimicrobiales bacterium
HM856404	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Acidimicrobiales bacterium
HM856412	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Acidimicrobiales bacterium
HM856414	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Acidimicrobiales bacterium
HM856448	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Ilumatobacter sp.
HM856472	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Acidimicrobiales bacterium
HM856473	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Acidimicrobiales bacterium
HM856480	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Acidimicrobiales bacterium
HM856518	Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Silvanigrella	uncultured Myxococcales bacterium
HM921115	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	uncultured bacterium
HM921133	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
HM921135	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured	uncultured bacterium
HM992482	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured delta proteobacterium
HM992485	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured delta proteobacterium
HM992489	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured delta proteobacterium
HQ003548	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured Syntrophaceae bacterium
HQ003550	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured Syntrophaceae bacterium
HQ003551	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured Syntrophaceae bacterium
HQ003553	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured Syntrophaceae bacterium
